Id,Age,Height_Cm,Weight_Kgs,Overall_Rating,Potential,Value_Euro,International_Reputation(1-5),Skill_Moves(1-5),Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Gk_Diving,Gk_Handling,Gk_Kicking,Gk_Positioning,Gk_Reflexes
158023,31,170.18,72.1,94,94,110500000,5,4,86,95,70,92,86,97,93,94,89,96,91,86,93,95,95,85,68,72,66,94,48,22,94,94,75,96,33,28,26,6,11,15,14,8
190460,27,154.94,76.2,88,89,69500000,3,4,88,81,52,91,80,84,86,87,89,91,76,73,80,88,81,84,50,92,58,89,46,56,84,91,67,88,59,57,22,9,14,7,7,6
195864,25,190.5,83.9,88,91,73000000,4,5,80,75,75,86,85,87,85,82,90,90,71,79,76,82,66,90,83,88,87,82,78,64,82,88,82,87,63,67,67,5,6,2,4,3
198219,27,162.56,59,88,88,62000000,3,4,86,77,56,85,74,90,87,77,78,93,94,86,94,83,93,75,53,75,44,84,34,26,83,87,61,83,51,24,22,8,4,14,9,10
201024,27,187.96,88.9,88,91,60000000,3,2,30,22,83,68,14,69,28,28,60,63,70,75,50,82,40,55,81,75,94,15,87,88,24,49,33,80,91,88,87,7,11,7,13,5
203376,27,193.04,92.1,88,90,59500000,3,2,53,52,83,79,45,70,60,70,81,76,74,77,61,87,49,81,88,75,92,64,82,88,41,60,62,87,90,89,84,13,10,13,11,11
231747,20,152.4,73,88,95,81000000,3,5,77,88,77,82,78,90,77,63,73,91,96,96,92,87,83,79,75,83,71,78,62,38,88,82,70,86,34,34,32,13,5,7,11,6
153079,30,172.72,69.9,89,89,64500000,4,4,70,93,77,81,85,89,82,73,64,89,88,80,86,90,91,88,81,76,73,83,65,24,92,83,83,90,30,20,12,13,15,6,11,14
167495,32,193.04,92.1,89,89,38000000,5,1,15,13,25,55,11,30,14,11,59,46,54,60,51,84,35,25,77,43,80,16,29,30,12,70,47,70,17,10,11,90,86,91,87,87
179813,32,185.42,77.1,89,89,60000000,4,3,70,89,89,78,90,80,77,76,52,82,75,76,77,91,59,87,88,92,78,79,84,48,93,77,85,82,52,45,39,12,5,13,13,10
189511,30,187.96,76.2,89,89,51500000,4,3,62,67,68,89,44,80,66,68,82,88,50,52,66,87,52,61,66,86,77,54,85,87,77,87,60,93,90,86,80,5,8,13,9,13
192119,26,198.12,96.2,89,90,53500000,4,1,14,14,13,33,12,13,19,20,35,23,46,52,61,84,45,36,68,38,70,17,23,15,13,44,27,66,20,18,16,85,91,72,86,88
192448,26,187.96,84.8,89,92,58000000,3,1,18,14,11,42,14,17,18,12,47,18,38,50,37,86,43,22,79,35,78,10,43,22,11,70,25,70,25,13,10,87,85,88,86,90
194765,27,175.26,73,89,90,78000000,4,4,82,89,84,84,87,87,86,84,78,90,88,85,90,90,82,82,90,86,62,82,73,49,91,85,83,89,59,54,48,14,8,14,13,14
209331,26,175.26,71.2,89,90,78500000,3,4,78,90,59,83,76,89,83,60,74,88,94,91,91,92,88,80,68,84,70,83,63,55,92,84,75,91,38,43,41,14,14,9,11,14
211110,25,152.4,74.8,89,94,89000000,3,4,82,84,68,87,88,92,88,88,75,92,87,83,91,86,85,82,75,80,65,88,48,32,84,87,86,84,23,20,20,5,4,4,5,8
232363,24,187.96,79.8,86,93,53500000,1,2,40,42,82,73,40,59,34,30,69,67,70,73,48,83,51,50,78,77,85,30,86,86,30,57,56,81,92,89,84,10,13,12,8,12
135507,33,152.4,67.1,87,87,20500000,3,3,68,69,66,85,74,77,70,72,83,82,68,67,72,89,78,83,78,84,76,78,87,89,70,75,61,79,87,86,80,12,11,5,13,7
167664,31,185.42,88.9,87,87,48500000,4,3,68,91,79,74,88,83,74,62,59,84,70,72,75,86,69,86,79,70,85,80,50,20,92,74,70,86,35,22,18,5,12,7,5,10
168651,30,182.88,78,87,87,46500000,4,3,84,79,59,87,84,82,88,82,90,85,66,62,73,80,66,84,39,83,71,87,67,81,80,86,82,86,76,75,73,14,11,12,5,9
172871,31,187.96,86.2,87,87,34000000,3,3,72,56,80,79,52,71,63,73,74,77,61,65,61,85,60,80,85,75,79,66,84,89,60,68,66,83,89,87,88,6,10,9,12,7
175943,31,170.18,60.8,87,87,45000000,3,4,77,86,35,82,70,91,82,79,74,89,93,85,94,88,92,80,60,75,42,81,59,36,87,83,79,81,25,40,40,7,10,8,10,4
176676,30,175.26,79.8,87,87,36500000,4,5,90,73,75,84,61,90,85,67,78,92,83,82,86,87,86,83,76,89,78,70,84,83,85,82,59,86,71,82,83,12,5,5,5,9
184087,30,185.42,81.2,87,88,44000000,3,2,64,45,82,79,38,62,63,69,85,75,61,67,60,88,50,78,84,76,79,65,81,87,58,67,58,84,90,91,86,16,6,14,16,14
189332,29,170.18,68,87,87,38000000,3,3,87,73,70,84,60,80,80,63,74,84,93,93,90,83,85,64,81,91,61,66,77,84,80,76,59,82,74,84,84,13,15,13,6,13
189509,27,175.26,69.9,87,87,51500000,3,5,72,69,54,90,90,90,85,77,87,90,78,69,90,86,86,76,75,75,59,79,56,78,79,86,75,85,67,67,71,6,11,7,9,13
192387,29,185.42,84.8,87,87,52000000,3,3,55,90,81,74,87,83,70,51,49,83,78,85,77,87,63,86,77,80,76,80,77,40,91,65,78,81,34,33,32,6,8,15,12,6
193041,32,185.42,79.8,87,87,30500000,3,1,11,15,11,30,11,16,11,15,37,19,54,53,60,84,61,21,74,39,75,13,32,20,16,68,25,67,28,14,14,90,81,75,82,90
197781,26,175.26,78.9,87,90,62500000,3,4,75,79,55,86,65,94,88,76,81,95,75,69,87,77,90,69,64,70,59,85,58,64,78,86,76,86,60,64,51,10,8,12,15,6
198710,27,154.94,74.8,87,88,59000000,4,4,90,83,62,89,90,85,89,86,83,90,73,67,83,85,76,86,54,70,68,92,64,55,80,88,81,87,52,41,44,15,15,15,5,14
200145,27,185.42,83.9,87,89,50500000,3,2,58,64,76,83,61,69,63,74,82,78,61,66,62,86,66,86,88,87,89,81,89,86,69,77,66,84,84,87,86,13,14,16,12,12
201399,26,154.94,74.8,87,90,64500000,3,3,46,91,91,73,85,77,58,45,54,81,77,78,76,88,76,84,94,69,76,70,56,22,92,64,82,85,45,24,20,13,9,5,7,9
206585,24,185.42,84.8,84,90,31000000,1,1,25,11,17,32,18,10,25,19,36,16,34,33,41,79,39,25,71,37,51,14,18,21,15,55,24,63,19,18,16,84,82,79,80,85
208670,25,154.94,64.9,84,86,38000000,3,4,84,68,53,86,77,84,90,78,89,83,76,74,86,83,78,80,38,86,59,76,72,62,76,88,72,83,52,66,36,11,7,11,8,14
209499,25,187.96,78,84,88,34000000,3,3,79,66,75,83,47,76,71,53,80,82,69,72,69,83,67,78,75,92,79,65,85,84,70,77,91,84,84,86,84,13,12,6,8,8
211300,23,182.88,76.2,84,90,42500000,3,4,76,84,69,78,74,88,84,54,60,87,88,89,85,82,81,84,74,76,75,80,58,42,83,74,81,82,34,39,36,9,8,8,15,11
212188,23,154.94,74.8,84,87,40000000,3,3,69,87,77,77,85,83,63,56,55,84,93,93,81,86,76,78,78,83,64,70,63,37,85,61,72,74,39,20,19,9,9,8,15,9
212190,23,195.58,97.1,84,90,36500000,2,2,30,20,86,78,31,42,28,30,63,63,52,84,33,79,33,77,38,65,94,62,82,82,26,30,32,72,83,85,83,15,7,14,7,15
212198,24,152.4,68.9,84,88,40500000,2,4,84,74,58,85,84,83,86,85,84,86,79,76,77,84,78,87,72,91,67,88,66,71,81,86,82,84,66,66,57,12,14,15,8,14
212462,26,154.94,71.2,84,86,31000000,3,3,89,65,74,83,67,82,87,79,86,82,84,85,73,83,70,80,81,92,68,75,78,80,76,74,73,80,80,81,79,13,8,12,11,14
216460,24,185.42,79.8,84,88,34000000,2,2,47,37,81,68,30,47,36,44,58,56,69,70,56,76,43,72,90,67,85,48,89,85,24,27,38,73,88,86,87,9,11,7,10,15
216594,25,172.72,74.8,84,88,40500000,3,4,83,82,49,83,77,90,81,79,75,89,79,79,84,80,91,84,69,77,82,82,73,28,81,81,76,89,31,37,25,15,9,8,14,15
220793,22,187.96,78.9,84,88,34000000,2,2,36,40,80,77,28,63,30,27,67,73,72,79,60,80,55,66,73,76,83,44,87,82,34,49,44,75,84,85,88,9,7,10,6,15
220834,23,182.88,76.2,84,89,41500000,3,4,82,80,57,83,79,85,83,76,81,85,85,82,79,82,76,86,58,76,61,88,45,45,82,82,62,83,40,42,39,13,9,6,12,10
231443,21,152.4,67.1,84,92,46000000,3,4,81,78,43,79,76,91,82,64,70,83,94,93,90,82,85,83,59,76,52,76,54,36,79,84,75,82,42,30,33,6,6,14,10,13
41,34,170.18,68,85,85,18500000,4,4,77,69,54,90,75,88,80,70,84,91,70,66,79,84,84,67,47,58,58,70,58,65,78,93,71,89,68,57,56,6,13,6,13,7
41236,37,195.58,94.8,85,85,14000000,5,5,73,86,83,79,86,79,82,82,73,84,58,59,75,82,39,90,68,61,86,82,84,20,85,79,89,90,28,37,24,13,15,10,9,12
205498,27,154.94,67.1,83,84,30000000,2,3,75,57,56,89,71,82,75,76,87,85,70,61,77,82,73,71,58,79,66,62,79,76,68,87,84,79,62,77,70,14,7,13,14,8
205678,29,172.72,63,83,83,26000000,2,4,80,80,45,82,74,82,74,60,71,82,90,89,93,80,88,79,69,84,58,77,47,52,83,77,75,82,55,40,40,8,14,14,12,16
206113,23,175.26,74.8,83,87,34000000,2,4,74,81,46,79,83,87,64,62,68,83,92,90,86,81,88,85,64,68,68,81,63,38,80,74,68,74,45,48,45,14,10,10,9,7
207410,24,175.26,78,83,89,35000000,3,4,73,62,42,87,76,88,78,68,82,89,84,74,85,74,85,79,63,82,65,75,77,76,71,88,59,81,69,74,63,9,5,6,7,7
207566,26,187.96,83,83,86,27000000,3,3,68,52,73,81,50,78,79,50,84,80,62,67,51,75,51,70,69,85,92,59,78,81,64,81,60,89,82,83,67,6,6,5,14,14
207863,29,190.5,86.2,83,84,22500000,3,2,45,39,81,74,44,57,32,30,67,62,60,67,52,77,57,46,90,78,86,41,92,81,34,50,47,75,85,85,79,9,11,14,9,7
208418,25,154.94,73,83,86,33000000,3,4,78,79,53,77,68,88,81,78,71,87,89,87,88,83,71,84,68,74,59,75,61,18,81,71,74,75,58,39,26,9,11,9,10,10
208618,27,172.72,69.9,83,83,27000000,2,4,83,72,56,83,58,82,82,71,75,82,86,82,86,85,84,80,68,90,57,76,72,62,82,83,56,75,62,62,61,9,16,9,9,7
208808,27,175.26,72.1,83,83,28000000,2,5,79,86,60,78,69,84,75,76,73,82,90,91,87,82,79,82,82,83,61,83,60,33,79,81,74,78,36,30,32,10,13,6,7,13
209658,24,187.96,78.9,83,88,34000000,3,3,75,73,80,84,68,81,76,75,79,83,84,79,76,84,70,78,74,86,72,80,80,82,79,82,60,80,72,76,74,13,8,15,11,9
210008,23,193.04,79.8,83,87,33000000,2,3,70,69,77,85,72,79,73,59,83,83,73,74,79,83,72,80,73,82,80,79,76,80,76,80,67,84,70,81,75,9,12,9,7,15
210413,24,187.96,78,83,90,31000000,2,2,36,30,77,72,28,65,36,24,71,70,63,69,60,78,53,64,78,75,81,46,85,86,31,45,34,76,88,86,82,9,14,12,8,9
210514,24,182.88,73.9,83,89,29500000,2,4,86,58,64,79,62,85,83,69,75,84,91,91,78,83,74,80,73,90,66,66,73,77,78,74,46,77,79,79,79,6,9,15,14,14
212523,25,190.5,79.8,83,87,34000000,2,4,78,80,77,81,76,82,86,87,79,84,77,76,76,79,65,84,58,76,72,88,67,58,86,81,71,74,55,62,42,13,11,13,12,10
213345,22,152.4,71.2,83,88,34500000,2,5,81,77,52,77,77,88,84,70,63,83,95,93,88,82,84,78,75,76,63,73,36,23,79,75,70,75,29,17,15,5,3,5,3,5
213565,23,170.18,62.1,83,89,35500000,3,4,83,75,54,84,76,85,85,81,75,86,86,84,87,79,86,79,71,79,63,78,63,66,78,84,68,80,55,59,63,11,15,13,7,14
213331,23,195.58,97.1,82,87,25000000,2,2,35,20,80,74,24,55,30,27,69,64,64,77,48,81,44,44,72,63,93,25,76,80,27,61,38,75,80,87,84,11,8,7,9,14
216409,25,170.18,67.1,82,85,28000000,2,4,80,74,40,80,75,84,79,77,76,84,85,86,90,79,82,78,50,79,45,82,63,38,77,75,70,79,63,29,29,11,12,6,8,11
220440,23,185.42,81.2,82,88,26000000,1,2,36,23,80,78,24,60,25,27,69,76,72,73,62,81,60,58,85,73,80,35,80,82,50,60,43,78,85,84,80,10,10,9,12,7
221087,24,187.96,77.1,82,87,21500000,1,1,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,21,71,42,52,18,39,16,20,62,25,62,19,20,11,81,83,79,83,83
221992,23,175.26,69.9,82,87,29500000,3,4,75,77,58,74,75,84,72,65,67,81,94,93,91,82,76,76,67,80,59,76,64,45,78,75,64,77,42,35,29,11,10,14,14,10
222737,22,172.72,73.9,82,89,31500000,2,4,79,75,57,80,71,85,77,81,73,85,87,82,92,79,84,85,58,74,64,85,53,26,78,81,68,78,21,28,17,8,14,15,7,9
223959,23,167.64,64,82,87,25000000,2,3,74,50,59,83,65,78,70,78,77,81,81,74,85,79,93,78,52,85,66,74,86,86,65,74,48,78,84,84,77,5,5,13,7,9
224411,22,152.4,68,82,86,29000000,1,4,78,75,60,77,71,86,76,70,69,81,89,90,85,80,78,81,65,75,62,77,67,50,77,77,69,80,24,34,30,9,12,11,9,9
226226,22,175.26,69.9,82,88,30000000,1,4,75,77,59,82,69,84,82,72,84,84,77,79,82,80,81,80,64,80,69,76,65,65,79,84,60,79,61,67,67,10,7,10,15,14
226271,22,187.96,69.9,82,90,32000000,1,4,72,79,67,80,67,83,75,59,80,83,69,67,73,79,66,75,46,75,70,83,68,77,80,84,67,77,70,78,75,16,11,7,13,13
228702,21,154.94,69.9,82,89,31000000,1,4,75,52,64,87,64,86,82,64,82,88,80,78,84,83,78,68,76,74,69,57,64,78,66,85,45,86,69,73,70,7,13,10,10,9
230168,31,190.5,84.8,82,82,14000000,1,1,10,8,11,18,8,9,9,18,16,21,41,42,34,82,41,21,67,29,79,7,34,23,27,71,14,67,20,17,13,79,84,77,83,78
230225,35,154.94,82.1,82,82,6500000,1,2,40,56,83,67,63,60,72,58,58,64,68,74,61,78,63,74,91,76,79,61,86,82,58,50,62,70,77,85,84,18,12,14,11,18
230258,31,175.26,69.9,82,82,16500000,1,2,61,53,70,82,57,77,54,57,78,76,80,81,72,80,80,60,43,93,68,59,75,82,58,77,77,81,83,86,80,15,14,14,10,9
230658,22,170.18,73,82,90,32500000,1,4,70,72,58,86,63,83,68,60,80,84,68,70,79,81,90,76,78,78,62,74,73,75,77,84,69,86,65,76,70,6,13,13,11,12
231866,22,190.5,82.1,82,87,29000000,1,4,63,64,75,84,59,77,65,54,80,82,70,66,69,80,72,70,69,82,75,76,63,81,75,83,46,83,71,79,74,10,10,7,14,8
183498,34,182.88,74.8,82,82,9000000,2,3,70,70,75,80,76,75,67,55,83,79,68,69,67,82,71,87,77,88,77,86,80,80,82,78,45,78,78,80,82,13,9,6,7,9
183574,30,154.94,76.2,82,82,21500000,2,4,81,83,63,84,80,82,80,69,80,85,69,67,74,85,76,81,65,71,72,79,63,41,85,84,91,86,57,38,34,12,7,5,13,9
183711,28,182.88,79.8,82,82,18000000,2,3,81,67,65,84,72,73,80,74,84,80,67,66,68,80,70,77,79,91,72,71,77,80,75,83,64,78,77,79,76,7,13,7,9,13
184144,31,172.72,66.2,82,82,21000000,3,4,80,71,54,81,81,84,88,72,75,83,84,79,87,82,81,72,81,69,46,73,69,40,77,82,71,80,35,42,43,8,11,9,7,5
184200,29,193.04,83,82,82,22000000,3,4,78,78,74,78,79,84,79,72,74,85,79,83,69,78,66,84,67,78,84,75,84,44,83,77,77,81,43,48,39,14,15,10,10,15
184431,32,162.56,60.8,82,82,20000000,2,4,72,78,34,80,75,86,90,93,76,86,88,80,94,83,91,80,34,77,42,81,75,26,83,78,73,82,23,29,28,6,3,6,3,3
184484,29,185.42,77.1,82,82,22500000,3,3,86,77,60,85,75,80,87,86,80,85,58,55,68,78,63,83,68,86,68,86,57,55,79,86,79,85,57,57,55,13,8,10,15,12
184942,28,172.72,68,82,82,22500000,2,4,77,77,59,82,65,82,67,71,80,84,85,77,85,81,85,78,61,82,74,76,72,42,81,80,79,82,49,43,38,16,11,13,9,8
185122,28,193.04,86.2,82,83,18000000,2,1,16,10,23,29,10,19,18,11,25,25,42,44,41,75,50,23,67,35,68,12,34,23,11,36,24,45,25,16,20,83,82,80,79,84
185221,31,187.96,78,82,82,16500000,3,3,63,48,72,79,54,68,42,60,76,73,63,62,65,83,62,78,76,85,81,73,88,83,53,69,58,84,82,81,84,10,6,11,12,13
186345,28,152.4,72.1,82,82,18500000,2,3,91,48,73,79,54,75,87,83,78,81,76,75,74,80,74,75,73,88,65,70,70,79,75,80,66,73,77,82,79,11,14,8,11,10
186561,28,182.88,76.2,82,82,23000000,3,3,75,74,58,84,79,81,70,66,80,82,65,69,73,81,74,81,66,89,67,74,73,69,84,79,75,81,66,70,67,6,11,5,10,8
186627,28,187.96,88,82,82,23500000,4,4,68,83,67,78,78,81,78,78,66,85,75,80,71,68,50,89,74,66,86,79,70,30,78,74,92,81,10,22,20,2,2,2,4,2
187754,30,175.26,68.9,82,82,21000000,2,5,76,79,53,81,68,87,82,72,73,88,85,82,92,77,84,77,68,78,62,78,58,51,77,82,80,84,45,49,42,6,13,13,8,9
188803,31,172.72,64,82,82,21000000,2,4,73,76,56,77,82,87,52,73,75,85,93,91,90,79,83,83,62,79,62,83,56,49,74,79,72,82,38,53,40,7,7,11,15,13
189125,29,154.94,74.8,82,82,22000000,3,4,82,70,70,84,78,83,78,78,80,85,75,77,77,82,77,84,69,84,66,86,68,72,78,82,68,82,74,72,68,10,14,7,15,14
201455,26,187.96,79.8,81,84,22000000,2,4,65,69,75,81,62,78,62,56,79,83,69,76,76,83,67,86,81,78,91,80,82,79,77,79,45,82,78,82,82,15,10,10,8,10
202562,26,175.26,79.8,81,83,18000000,2,3,81,64,71,77,57,79,75,56,70,79,87,85,77,76,78,75,73,84,77,65,75,77,71,71,51,75,75,84,79,9,7,13,8,15
202685,27,185.42,83.9,81,82,21000000,2,4,52,80,79,71,81,77,71,56,45,79,77,79,76,78,69,85,89,76,88,72,87,40,83,66,79,72,54,42,50,7,13,9,7,9
203890,27,154.94,76.2,81,81,15000000,2,3,82,44,73,77,53,74,70,57,70,79,78,79,67,79,72,75,85,87,73,58,75,80,65,68,52,67,79,81,77,15,11,10,10,12
204024,28,190.5,76.2,81,82,17000000,2,3,61,46,58,80,58,71,54,51,72,81,52,52,66,85,54,54,51,93,69,42,78,81,70,73,47,78,80,80,76,8,13,9,6,8
204884,24,185.42,84.8,81,86,20000000,2,3,87,33,65,80,31,80,80,34,69,79,77,86,68,80,70,79,71,81,81,65,75,79,77,76,50,79,78,79,81,7,7,9,15,9
204923,24,152.4,77.1,81,84,22500000,2,3,70,79,56,79,78,79,74,63,67,81,83,77,75,85,79,86,75,84,76,81,70,55,81,79,65,75,58,55,51,11,13,14,15,13
205362,25,187.96,83,81,84,18500000,2,2,46,30,77,73,32,43,72,68,69,65,65,77,65,80,59,44,81,62,78,22,78,78,30,55,52,80,83,83,87,11,16,11,15,13
206467,25,154.94,78.9,81,83,22000000,2,4,78,82,73,76,81,78,78,74,68,79,78,77,79,81,78,83,75,82,77,81,63,39,83,78,65,76,29,40,30,11,15,16,12,15
207862,25,187.96,83,81,83,18500000,2,2,68,55,85,77,53,62,44,42,71,72,55,69,55,79,49,74,65,74,82,46,69,80,55,69,67,71,83,84,77,12,10,6,8,10
208093,26,154.94,77.1,81,83,22000000,1,4,61,78,80,75,79,78,69,56,56,80,76,79,70,81,69,80,73,77,74,77,55,40,83,58,75,72,43,41,41,15,12,7,12,10
208135,26,182.88,76.2,81,85,19500000,2,3,68,73,66,82,68,78,41,42,74,80,63,70,60,77,69,84,72,93,81,75,78,82,73,77,54,74,79,83,75,15,12,12,15,14
209889,25,170.18,71.2,81,84,22500000,3,4,85,75,52,84,79,83,84,82,77,84,82,68,88,83,86,79,63,74,49,82,69,84,77,79,44,78,67,70,77,12,6,8,11,8
210243,25,175.26,69.9,81,84,18500000,3,3,81,62,64,80,56,83,78,45,78,79,88,87,82,81,77,68,74,84,60,62,75,81,75,76,60,81,76,83,76,16,12,15,11,11
210617,24,182.88,67.1,81,85,23000000,2,4,80,76,43,80,58,84,78,75,76,82,85,86,83,82,78,78,63,55,50,72,48,50,80,80,59,71,45,43,25,13,16,15,8,14
212194,22,185.42,83.9,81,88,25000000,2,4,77,77,42,81,66,87,72,59,68,85,78,84,82,80,78,80,63,73,69,78,42,29,78,82,54,69,38,20,24,11,16,11,8,9
226110,23,182.88,73,80,88,22000000,1,4,69,80,57,72,68,85,79,65,63,81,90,91,90,79,79,80,68,78,61,73,43,25,78,80,85,78,28,27,25,11,14,11,6,8
225953,21,152.4,78,80,86,20500000,1,4,73,74,55,76,67,87,76,66,53,84,88,89,79,71,89,78,71,78,79,74,44,30,77,75,59,76,47,31,26,11,14,12,14,13
226753,22,187.96,93,80,85,14500000,2,1,15,12,20,33,13,26,30,17,26,38,64,62,68,78,53,21,80,39,67,17,29,15,11,62,27,57,12,18,14,83,79,85,75,80
228229,27,187.96,84.8,80,83,15500000,1,2,33,31,82,71,24,47,30,34,56,56,56,65,42,77,42,71,73,76,84,34,82,80,27,45,48,74,82,82,76,9,13,15,9,15
228941,23,185.42,78.9,80,87,21000000,2,4,59,83,77,69,79,77,69,33,58,80,77,78,77,81,72,76,84,77,74,60,76,55,84,68,80,75,28,40,35,14,13,7,11,8
230142,21,154.94,78,80,87,21000000,1,3,81,78,44,80,64,84,69,71,73,85,72,75,70,81,70,73,58,72,59,79,42,29,80,79,52,70,50,32,30,10,6,10,13,11
230234,35,152.4,74.8,80,80,4500000,1,2,75,58,59,78,58,75,48,73,75,77,69,68,78,78,77,72,67,89,71,64,81,79,54,73,61,68,80,81,77,9,9,14,15,8
230347,31,152.4,68.9,80,80,10500000,1,4,82,51,69,78,47,77,83,52,71,78,78,80,83,80,81,55,71,89,68,53,69,77,72,75,61,82,70,77,81,16,15,15,7,7
231943,21,154.94,71.2,80,86,21000000,1,4,69,79,75,75,64,84,71,65,59,80,83,86,78,78,74,80,80,78,77,64,82,35,79,72,69,78,46,44,36,12,7,8,11,13
234035,23,175.26,66.2,80,88,18500000,1,3,81,45,73,77,48,69,69,30,70,77,80,82,78,77,79,58,71,80,63,59,63,75,68,63,62,69,83,79,80,11,12,10,5,14
234153,22,154.94,76.2,80,87,21000000,1,4,79,74,56,84,66,80,69,82,77,82,75,77,75,80,73,77,59,78,65,73,49,68,76,83,73,76,60,65,56,6,14,7,13,11
234906,20,175.26,69.9,80,90,23500000,1,4,68,72,54,84,68,84,78,59,78,82,79,79,81,78,81,61,61,79,61,67,69,66,73,84,63,82,64,64,63,14,6,11,7,10
235569,22,154.94,76.2,80,89,22500000,1,4,67,59,56,83,59,86,67,63,79,84,84,76,83,80,84,80,63,78,78,70,81,73,70,79,60,84,66,73,69,8,10,13,8,7
239207,22,185.42,83.9,80,85,20500000,1,4,56,85,81,76,76,76,68,53,58,77,61,65,45,77,53,79,73,71,80,76,65,21,83,60,67,77,35,20,23,7,8,13,12,6
45186,37,152.4,74.8,81,81,6000000,2,4,86,80,59,83,68,85,86,77,84,83,72,66,72,82,72,74,33,54,65,76,53,35,81,85,75,80,41,47,39,9,14,6,10,11
112316,35,187.96,83.9,81,81,5500000,3,2,79,52,80,73,61,65,82,79,77,62,68,74,52,74,43,80,65,78,89,74,72,82,58,58,72,76,86,84,82,13,14,10,9,5
197061,27,193.04,89.8,80,82,15000000,2,2,54,36,82,77,50,65,63,22,74,69,55,69,55,78,47,66,66,73,77,48,75,83,51,72,42,75,80,84,78,11,15,10,7,10
197853,26,175.26,76.2,80,83,15500000,2,3,83,54,75,78,47,76,69,30,72,79,79,78,73,81,76,71,94,77,74,58,86,79,72,71,64,75,75,81,82,7,10,15,16,9
198118,28,187.96,77.1,80,81,14000000,2,2,52,49,85,78,49,63,42,53,75,74,65,72,53,79,50,78,76,77,82,66,81,83,61,67,50,75,80,82,82,14,8,14,10,15
198784,25,175.26,69.9,80,85,19500000,2,4,78,69,39,80,58,84,73,60,75,84,84,85,81,78,88,80,69,82,72,76,77,72,79,81,69,77,67,70,66,16,9,6,9,9
199005,26,182.88,82.1,80,83,13000000,1,1,23,11,14,40,15,13,23,12,45,24,53,52,53,73,50,35,78,34,68,18,36,23,10,68,25,64,10,20,17,81,75,82,78,83
199069,27,182.88,82.1,80,81,17500000,3,5,57,80,77,75,81,81,80,67,68,80,76,83,72,76,63,81,78,82,85,75,77,33,80,81,76,86,44,23,19,8,10,9,7,8
199110,27,152.4,78.9,80,81,17500000,2,4,62,78,65,75,75,85,77,60,55,83,86,89,85,79,80,80,62,74,77,65,50,16,81,73,74,75,26,24,22,8,10,10,14,6
199206,29,182.88,76.2,80,80,11500000,3,2,65,41,79,66,36,53,44,35,60,66,70,80,64,75,63,54,79,76,77,22,83,81,43,50,51,78,85,79,83,16,13,10,9,8
199416,29,152.4,72.1,80,80,15000000,1,3,79,79,47,77,75,82,85,81,78,81,79,77,79,75,78,83,66,75,66,79,63,45,78,80,65,67,73,58,55,14,8,13,7,11
200315,27,152.4,64.9,80,80,16000000,2,4,78,74,47,77,75,82,81,72,70,81,92,89,82,72,79,79,72,73,58,71,48,33,74,74,56,71,55,30,26,15,12,9,7,13
201119,29,152.4,82.1,80,80,11500000,1,4,80,60,59,81,55,83,65,50,67,81,84,80,72,81,82,75,59,88,75,73,63,79,82,71,51,79,77,74,75,8,8,14,11,10
201143,27,182.88,78,80,83,15500000,1,2,78,41,83,79,49,66,67,49,75,74,67,68,78,78,65,52,82,69,74,49,69,84,67,68,35,74,79,82,84,15,16,9,10,14
201325,33,195.58,86.2,80,80,8500000,2,1,13,15,15,37,11,16,11,11,37,19,50,47,51,74,38,14,66,42,73,12,33,26,13,48,16,45,12,15,12,81,77,76,79,83
201377,26,182.88,78,80,84,16000000,2,2,56,37,76,68,54,58,38,26,62,64,75,76,77,73,72,68,89,72,80,13,88,81,45,54,46,73,77,80,82,14,13,8,11,14
202335,25,187.96,89.8,80,84,16500000,2,2,67,52,82,77,51,65,60,74,78,70,62,68,52,78,38,82,77,78,89,72,91,81,53,67,70,77,82,81,83,11,14,6,13,9
203042,25,195.58,94.8,80,85,14000000,2,1,11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,29,76,40,79,13,40,27,16,40,42,62,23,13,11,82,75,70,79,84
49031,39,185.42,84.8,80,80,1000000,2,1,11,10,10,36,18,14,14,11,34,20,34,40,52,67,48,21,74,28,74,13,22,25,10,34,20,66,25,10,13,81,82,66,82,79
54050,33,175.26,83,80,80,12000000,4,3,73,80,75,81,83,74,84,83,82,80,65,65,66,82,77,85,74,74,78,80,81,56,80,82,81,86,57,55,40,10,11,13,8,7
110677,34,187.96,83,80,80,6000000,2,1,11,11,12,31,13,13,16,12,35,24,46,34,54,74,49,21,62,30,57,16,22,11,10,68,11,60,15,14,14,84,77,81,80,79
142707,36,175.26,72.1,80,80,7000000,2,4,66,85,79,72,74,78,78,73,70,80,77,83,84,77,80,77,84,77,75,75,61,52,82,72,82,84,35,58,34,8,10,11,13,6
142754,34,175.26,73,80,80,4500000,4,2,63,42,66,79,51,58,63,50,75,80,69,62,72,79,78,76,80,76,72,55,88,85,51,68,60,81,78,81,82,6,10,8,5,5
