Id,Age,Height_Cm,Weight_Kgs,Overall_Rating,Potential,Value_Euro,International_Reputation(1-5),Skill_Moves(1-5),Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,Freekick_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing_Tackle,Sliding_Tackle,Gk_Diving,Gk_Handling,Gk_Kicking,Gk_Positioning,Gk_Reflexes
243378,20,154.94,77.1,61,77,550000,1,2,29,67,57,53,52,55,38,33,31,58,65,67,71,50,68,63,68,63,68,56,51,20,55,40,55,47,22,27,17,5,9,12,12,11
241841,21,167.64,67.1,61,70,400000,1,3,51,51,44,65,45,69,55,52,56,66,56,67,63,62,76,66,56,51,41,44,42,26,51,55,51,64,41,32,47,7,12,7,11,15
241840,20,182.88,73.9,61,75,550000,1,2,37,69,61,54,55,67,52,38,42,54,62,64,63,57,56,66,60,62,60,57,32,18,50,47,67,46,34,15,16,11,12,14,10,10
241584,22,152.4,68.9,61,70,300000,1,1,15,9,12,27,10,11,11,14,28,13,21,26,34,57,44,27,65,17,36,6,21,13,7,34,19,40,7,15,11,56,66,62,61,59
230064,23,185.42,76.2,61,71,350000,1,2,28,28,67,43,29,35,32,29,42,38,58,59,51,55,69,36,74,63,67,29,53,62,31,39,33,55,62,61,62,8,15,8,10,10
208816,24,175.26,78,61,66,325000,1,2,54,55,55,59,51,59,46,38,58,61,77,76,67,57,88,63,79,84,83,57,78,61,58,54,68,58,55,58,57,16,7,8,12,12
246191,19,170.18,71.2,61,81,525000,1,2,46,63,54,58,45,60,58,62,43,60,79,78,69,57,76,70,48,51,29,59,32,20,59,51,58,65,25,20,21,6,10,8,15,6
238511,19,187.96,77.1,61,77,500000,1,2,49,28,69,51,37,30,28,28,46,61,62,60,63,48,51,42,62,61,67,27,61,54,31,28,42,57,58,63,61,10,6,11,12,5
225999,22,175.26,69.9,61,69,375000,1,2,56,47,47,61,45,58,58,42,60,61,59,55,62,58,63,65,53,82,61,60,57,56,54,59,43,59,54,58,56,8,11,8,8,12
212175,29,185.42,81.2,61,61,180000,1,1,13,19,20,30,18,8,9,7,21,18,43,42,30,62,60,22,57,37,58,9,22,17,15,50,26,43,16,18,13,62,58,62,57,63
210639,23,172.72,88,61,70,400000,1,2,49,62,51,48,55,64,46,22,26,60,73,74,63,57,85,69,60,65,87,57,63,25,47,43,58,56,24,25,28,7,13,13,14,8
241102,23,152.4,68.9,61,68,300000,1,2,64,29,48,58,30,58,32,28,56,55,71,70,56,48,72,27,63,64,62,25,51,60,46,48,37,46,55,63,61,14,12,14,10,12
238798,22,152.4,76.2,61,69,375000,1,3,55,62,43,57,45,64,37,33,47,58,85,83,79,61,73,61,80,54,53,55,26,18,59,56,54,48,26,17,18,14,7,9,9,9
232654,22,152.4,77.1,61,73,350000,1,1,11,9,13,25,5,8,13,13,17,16,25,24,21,50,44,24,59,21,51,6,27,13,4,28,14,32,15,10,14,60,58,63,62,64
228558,26,154.94,68.9,61,64,300000,1,2,50,35,59,66,29,56,36,35,63,60,55,60,61,62,70,44,85,63,74,44,55,51,56,62,39,45,47,54,27,12,12,12,15,16
228046,23,175.26,69.9,61,67,350000,1,2,36,62,56,63,56,59,43,39,54,57,76,61,68,57,76,58,75,64,60,56,59,35,62,63,52,53,16,32,35,6,8,13,15,12
214478,23,154.94,78,61,69,325000,1,2,44,37,58,62,39,61,42,39,61,55,68,65,76,54,63,56,65,74,74,54,67,61,58,57,47,59,52,59,48,9,10,11,8,9
186572,30,152.4,67.1,61,61,240000,1,2,57,53,48,59,47,60,46,48,58,62,70,68,69,61,74,58,61,91,72,51,62,60,57,54,54,58,56,58,54,8,12,12,9,7
184269,30,187.96,78,61,61,200000,1,2,22,27,59,51,25,34,21,17,50,51,60,64,58,47,51,32,77,70,72,20,65,57,49,35,25,54,57,61,60,10,11,6,11,6
231116,24,185.42,78,61,68,260000,1,1,14,9,16,22,16,14,15,13,21,25,25,31,40,56,56,20,60,27,56,11,19,12,7,20,23,34,10,19,15,62,58,61,58,63
243659,29,187.96,79.8,61,61,200000,1,2,51,39,58,75,40,60,39,47,63,58,42,36,61,58,52,54,57,55,67,33,57,56,40,43,47,43,60,56,62,12,14,13,11,10
239307,20,152.4,64.9,61,73,425000,1,3,58,47,38,56,49,66,44,46,49,64,74,67,74,57,70,59,70,56,44,38,37,21,58,55,48,54,15,31,39,6,10,7,11,14
239051,27,185.42,86.2,61,64,260000,1,2,23,18,60,48,26,25,30,29,29,43,54,63,50,51,50,42,76,58,82,24,43,56,24,28,37,57,67,60,58,6,13,9,14,8
223947,23,185.42,76.2,61,67,350000,1,2,54,62,63,57,61,54,42,37,53,57,74,70,72,50,59,58,77,33,68,58,54,20,60,41,57,52,31,24,23,11,8,11,12,15
233954,21,170.18,66.2,61,74,425000,1,2,57,33,50,50,27,60,34,35,49,61,78,81,63,51,74,31,58,59,43,33,60,57,46,42,47,51,58,62,61,7,12,9,8,10
232930,25,175.26,64,61,65,270000,1,2,56,29,60,52,26,58,44,29,41,59,77,74,70,60,67,46,49,83,63,32,67,54,35,29,26,57,51,59,55,9,10,13,8,8
231650,20,182.88,74.8,61,77,500000,1,2,41,23,57,49,31,44,33,32,34,54,60,51,54,53,61,30,86,57,71,24,57,54,37,34,39,55,62,65,60,7,11,6,9,7
228834,21,175.26,69.9,61,72,375000,1,2,60,34,44,63,37,55,53,49,65,62,79,76,68,60,69,60,58,72,64,38,62,55,53,53,45,46,59,54,50,11,13,13,12,15
224482,23,185.42,78.9,61,69,325000,1,2,59,20,61,51,25,39,53,25,34,44,65,73,52,51,64,38,72,69,74,22,53,55,37,36,35,42,66,65,59,13,9,8,11,11
245217,27,182.88,82.1,61,61,210000,1,2,48,28,59,45,25,39,28,32,42,45,47,50,38,58,48,31,52,53,72,27,71,60,27,38,31,62,59,65,57,10,12,7,7,12
244449,21,172.72,64.9,61,74,475000,1,2,57,59,45,60,45,65,50,45,50,62,70,71,72,49,79,55,55,45,45,48,35,30,58,57,55,55,27,30,33,8,10,11,11,8
229345,22,185.42,78,61,70,300000,1,1,13,10,13,25,10,13,16,17,24,17,47,42,36,57,50,30,58,20,41,12,29,16,8,22,26,45,8,19,19,65,52,51,61,64
225505,24,154.94,74.8,61,70,325000,1,2,30,49,63,52,31,32,36,29,46,56,45,58,50,57,59,52,67,73,61,29,61,58,44,47,48,52,60,64,57,8,11,11,16,8
246752,19,152.4,71.2,61,77,525000,1,3,53,62,47,51,49,69,53,41,45,65,85,84,78,42,72,60,46,49,54,42,31,23,50,45,60,45,22,33,27,10,14,8,9,13
244448,21,187.96,78,61,74,425000,1,2,37,44,60,57,32,50,45,36,55,55,54,55,50,52,53,58,75,59,69,52,55,55,42,41,45,47,61,62,60,11,10,12,14,9
212960,29,182.88,78,61,61,200000,1,2,61,53,57,66,59,61,51,42,58,58,56,42,70,63,62,57,44,61,68,63,62,62,63,59,46,45,54,59,48,15,9,6,8,13
242655,18,170.18,59.9,61,76,500000,1,2,51,55,43,68,51,61,48,53,55,60,71,72,70,59,75,54,57,61,45,43,52,42,55,55,55,61,35,47,42,14,11,9,11,7
244190,21,190.5,83.9,61,70,350000,1,2,25,22,69,40,29,22,22,31,24,40,63,61,50,51,50,45,73,57,77,25,50,56,21,26,42,49,62,62,62,12,12,12,7,5
238558,21,187.96,78,61,72,450000,1,2,37,65,60,44,51,55,48,40,39,60,63,70,69,59,65,63,67,60,70,59,50,23,57,48,60,57,35,14,13,7,14,13,14,8
227806,22,182.88,62.1,61,70,375000,1,3,58,52,45,63,57,63,58,59,63,64,55,55,63,53,67,66,45,67,34,51,38,56,51,63,52,54,43,47,46,11,7,10,7,11
237052,28,182.88,78,61,61,260000,1,2,35,63,59,41,53,61,34,26,36,65,59,66,60,55,62,59,64,68,77,57,36,14,59,42,55,44,37,14,19,15,13,8,9,12
238075,19,185.42,77.1,61,79,525000,1,3,42,62,51,56,60,65,56,37,41,63,65,72,60,60,60,70,55,50,66,60,40,16,46,60,69,56,28,21,17,7,8,8,11,8
237307,23,182.88,77.1,61,68,350000,1,2,54,48,51,59,59,61,43,42,57,62,74,79,65,53,61,71,64,79,69,49,43,42,51,55,49,55,47,48,43,8,9,11,8,12
190200,29,170.18,69.9,61,61,250000,1,2,53,46,50,66,47,53,51,55,62,62,73,69,66,61,84,62,80,80,60,51,57,60,50,50,52,61,57,60,62,13,12,12,13,16
243704,23,152.4,69.9,61,68,350000,1,2,55,48,39,66,48,62,57,57,63,65,60,67,67,65,73,54,56,70,52,54,42,43,49,56,46,61,54,51,54,11,5,6,13,10
242424,19,165.1,63,61,71,400000,1,3,53,49,47,59,54,72,54,46,62,72,55,58,59,55,92,59,54,37,34,50,45,28,48,55,59,64,37,38,39,12,12,7,9,7
241654,28,175.26,74.8,61,61,260000,1,3,56,58,39,62,52,64,45,33,60,63,73,70,71,44,82,56,73,61,54,54,65,49,60,61,50,58,55,49,40,5,6,10,9,13
239606,22,175.26,69.9,61,69,375000,1,2,57,41,38,44,52,68,34,34,39,61,84,79,80,56,77,47,72,81,65,40,72,47,54,51,35,63,31,60,63,12,12,14,9,14
231926,20,165.1,66.2,61,75,550000,1,3,56,49,44,56,35,66,55,45,58,63,75,79,72,43,64,58,78,62,60,55,65,51,53,55,46,58,55,61,57,8,11,10,7,8
246773,20,172.72,68.9,61,72,425000,1,3,60,47,44,55,45,66,60,37,53,60,90,83,67,60,78,61,64,65,43,40,40,42,57,54,40,54,24,32,21,12,7,12,12,9
244725,19,182.88,73,61,73,400000,1,2,47,48,59,69,41,61,55,47,66,65,65,63,63,60,63,58,61,45,58,49,58,55,40,55,52,47,57,64,66,6,10,12,10,13
215285,24,154.94,77.1,61,65,325000,1,3,33,60,62,44,43,65,38,31,31,64,71,72,68,47,67,54,69,67,73,52,33,18,61,45,55,55,18,15,12,9,8,10,15,11
200693,26,195.58,82.1,61,64,260000,1,2,35,21,66,51,29,41,25,14,55,48,47,73,32,56,31,25,31,48,84,23,62,63,14,44,19,47,54,57,58,10,7,9,11,15
239348,20,187.96,82.1,61,70,325000,1,2,30,25,57,47,26,35,30,31,36,51,64,57,60,50,65,47,73,57,76,29,58,59,32,28,40,49,61,60,60,7,9,6,12,8
246771,23,172.72,72.1,61,68,350000,1,2,60,59,54,73,41,59,53,39,66,60,69,58,56,51,77,65,60,52,49,53,54,47,59,46,58,49,47,49,53,12,12,8,14,7
216563,24,154.94,68,61,65,280000,1,2,59,39,54,65,45,56,54,51,58,58,63,69,71,58,69,46,48,67,59,43,63,57,42,53,43,59,62,58,55,7,14,11,14,15
242963,18,152.4,64.9,60,76,400000,1,2,56,56,54,70,53,66,61,53,69,61,67,61,59,57,73,67,58,43,41,49,45,27,57,57,54,65,50,53,62,13,10,13,8,9
231187,22,198.12,87.1,60,69,240000,1,1,14,9,14,34,8,9,15,13,25,25,32,21,31,52,29,31,36,22,74,7,25,13,5,33,12,23,28,13,12,63,54,60,62,61
226579,21,170.18,64.9,60,69,325000,1,2,40,48,43,60,42,70,40,33,54,55,77,78,81,56,81,51,60,62,41,38,59,40,58,43,42,52,37,40,41,8,11,12,6,11
205075,26,170.18,69.9,60,63,210000,1,2,53,39,55,61,38,57,49,33,52,59,69,71,67,58,88,57,75,74,72,47,77,55,62,37,38,56,58,50,56,16,16,11,8,11
237842,20,152.4,64,60,76,450000,1,2,61,49,56,65,54,62,56,52,62,62,63,64,72,55,71,60,60,50,55,44,49,44,53,60,61,63,47,54,59,13,10,14,11,15
221202,22,185.42,72.1,60,67,300000,1,3,36,62,59,55,49,59,50,43,44,57,67,63,57,58,65,58,63,65,64,55,40,15,55,55,61,49,21,18,24,13,9,9,11,11
245521,27,167.64,60.8,60,61,200000,1,2,56,29,50,54,38,54,29,28,46,54,70,69,57,55,83,45,58,66,63,24,67,57,45,44,38,44,58,59,57,15,6,5,13,15
244496,22,185.42,79.8,60,66,240000,1,2,47,23,58,58,33,41,30,27,54,48,74,70,52,58,61,43,76,57,71,35,66,53,34,47,32,56,50,60,57,11,13,13,15,12
202000,31,187.96,82.1,60,60,200000,1,2,48,60,53,45,69,55,47,43,33,62,67,63,59,45,59,67,63,61,70,52,39,38,63,34,55,51,31,19,15,15,14,7,11,15
242703,21,185.42,83.9,60,71,280000,1,1,11,7,15,46,8,15,12,13,36,21,21,24,23,42,45,22,61,27,58,7,43,11,6,36,18,37,12,13,14,64,60,65,56,63
240399,25,170.18,68.9,60,65,230000,1,2,61,57,56,53,44,58,47,38,48,57,79,72,68,59,66,58,62,73,74,35,48,54,52,45,62,53,61,53,48,8,12,13,8,12
239631,18,182.88,68,60,82,450000,1,3,39,63,49,57,51,64,50,40,41,65,74,76,78,52,74,54,62,55,50,51,30,17,60,51,65,59,14,15,19,9,11,11,9,11
235791,23,182.88,74.8,60,68,260000,1,2,47,34,50,61,35,59,42,40,59,61,68,60,68,52,67,57,64,65,66,43,63,53,45,49,45,45,55,61,60,9,8,8,6,6
203023,27,187.96,79.8,60,63,220000,1,2,47,28,55,57,16,45,34,37,50,55,60,62,49,55,46,30,66,60,81,20,72,52,51,49,43,62,56,57,52,15,9,12,15,14
247310,21,152.4,69.9,60,74,450000,1,2,60,45,53,65,59,63,56,57,63,65,65,66,62,54,72,65,60,61,58,62,60,51,54,51,52,49,48,40,45,9,6,5,14,10
246798,21,193.04,91.2,60,71,350000,1,2,43,59,60,46,57,55,46,52,24,56,72,79,69,53,53,51,66,65,77,48,71,16,58,39,56,54,19,18,19,6,6,8,5,7
241963,19,160.02,59,60,76,450000,1,2,58,57,46,64,47,64,50,40,61,65,70,67,82,55,82,63,68,57,38,63,33,47,49,51,43,47,48,56,52,14,12,7,13,6
229419,25,154.94,73,60,62,260000,1,2,52,62,63,58,47,61,36,29,44,62,80,79,72,47,71,51,71,77,62,56,30,18,52,49,62,43,17,20,14,10,13,12,7,9
229163,20,190.5,69.9,60,77,450000,1,2,40,55,45,65,42,62,44,63,55,63,55,67,56,43,56,52,49,62,71,59,51,36,55,62,42,52,40,50,46,13,7,6,8,9
225067,23,172.72,68,60,68,300000,1,3,55,51,32,57,39,64,48,37,51,63,78,81,77,49,75,58,45,56,54,43,48,39,61,41,50,50,35,29,26,14,10,13,6,14
233770,21,182.88,74.8,60,73,400000,1,2,37,43,46,63,45,53,36,35,61,59,61,62,56,60,59,60,60,70,57,51,63,53,61,59,36,43,49,43,46,15,12,10,10,14
232746,24,187.96,76.2,60,62,210000,1,2,31,21,51,66,20,53,28,31,58,58,70,65,62,59,35,23,64,62,79,20,67,61,44,34,39,45,57,56,45,11,9,8,14,6
243241,19,190.5,79.8,60,74,400000,1,2,48,26,61,56,31,46,34,29,35,58,58,60,49,58,47,48,71,65,68,30,60,55,31,36,47,51,62,62,62,13,11,7,11,12
182312,37,187.96,78,60,60,10000,1,1,25,6,9,12,6,7,24,18,16,25,37,36,34,55,40,7,69,23,69,6,28,25,18,32,18,56,14,6,9,61,59,60,59,57
245288,21,193.04,83.9,60,72,325000,1,2,36,33,64,48,30,36,27,28,40,40,56,63,48,50,42,46,58,57,83,26,63,57,30,31,35,40,55,60,55,8,8,11,7,10
237352,31,182.88,78.9,60,60,150000,1,2,54,57,58,61,48,58,55,47,63,58,66,64,63,58,58,59,64,80,71,59,72,60,51,55,45,60,53,55,52,7,7,10,7,15
239656,20,175.26,68,60,70,325000,1,2,56,45,56,69,40,58,44,47,65,60,61,56,74,55,74,59,61,59,53,36,63,59,41,62,46,61,60,61,59,13,10,11,7,9
231464,23,175.26,69.9,60,69,325000,1,2,53,65,37,58,49,60,35,38,53,52,74,76,85,55,76,53,39,64,49,57,42,44,51,55,48,53,63,48,33,7,11,12,9,9
245543,22,154.94,74.8,60,68,300000,1,2,47,63,58,57,57,58,46,39,46,59,66,68,62,62,60,65,68,67,66,58,65,30,63,56,62,52,22,31,25,6,8,6,5,9
237095,24,175.26,68.9,60,66,240000,1,2,46,23,41,53,22,52,45,35,36,46,79,70,66,58,76,25,60,63,56,24,67,58,52,41,39,59,61,66,63,6,11,11,5,6
220711,26,152.4,74.8,60,60,180000,1,2,47,40,46,58,39,54,41,36,55,57,68,65,59,48,64,49,56,72,75,42,74,58,51,55,42,50,57,59,58,13,9,9,6,7
245798,25,152.4,67.1,60,65,230000,1,2,30,21,57,37,26,33,33,30,30,41,61,55,46,55,74,44,68,63,38,20,50,64,23,32,39,45,63,76,67,12,15,15,10,7
231206,24,170.18,59.9,60,65,230000,1,2,59,29,56,60,32,61,57,35,57,56,72,71,75,55,66,58,71,64,59,32,65,55,52,51,45,60,57,55,55,8,11,11,12,8
243779,22,152.4,73.9,60,67,250000,1,2,58,25,53,58,23,54,30,31,53,57,74,67,72,58,71,31,73,67,66,25,62,56,39,43,37,40,56,57,56,10,13,11,7,11
238659,23,152.4,67.1,60,68,300000,1,3,56,44,48,64,46,60,47,46,57,63,66,68,78,49,76,51,69,75,53,42,57,60,42,62,48,60,52,57,47,10,6,8,15,9
235329,20,175.26,59.9,60,66,240000,1,2,61,26,52,58,25,59,57,33,50,60,60,74,81,53,72,25,78,63,54,26,79,51,49,48,35,44,62,59,58,6,11,11,6,8
212033,23,187.96,76.2,60,65,200000,1,1,17,15,17,27,12,11,14,12,16,20,37,33,42,55,22,23,31,24,38,16,22,16,12,30,20,40,12,14,17,61,60,57,57,61
246592,19,154.94,78,60,77,450000,1,2,50,49,56,64,43,61,53,48,60,63,50,47,53,60,65,59,62,47,47,51,55,55,60,59,47,60,49,58,54,9,15,7,12,10
242752,18,154.94,69.9,60,75,375000,1,2,35,29,57,43,30,32,30,33,33,37,55,61,47,51,66,41,68,55,59,30,50,62,28,36,45,46,63,64,65,8,9,10,13,11
240704,21,185.42,79.8,60,70,260000,1,1,33,16,28,44,13,22,41,26,52,37,45,59,47,62,60,40,67,31,62,18,42,21,18,66,25,62,16,17,15,58,56,60,61,60
240448,20,172.72,68,60,77,450000,1,2,54,55,31,60,38,62,52,32,54,58,70,71,81,55,75,54,35,62,44,57,55,52,53,54,49,49,55,55,52,8,5,11,14,11
224576,24,185.42,76.2,60,65,240000,1,2,37,22,58,52,30,43,32,27,39,46,60,68,67,50,55,34,69,66,72,25,53,58,29,35,30,53,59,61,60,14,8,13,9,16
223040,24,190.5,79.8,60,67,210000,1,1,14,19,12,22,14,13,20,20,19,23,58,58,52,55,48,22,53,25,48,20,23,25,16,40,16,38,19,19,18,59,60,59,58,59
214080,25,175.26,73,60,65,230000,1,2,48,26,47,53,23,52,32,30,46,55,71,70,78,56,79,24,85,69,64,29,55,54,48,40,36,47,60,59,64,15,13,8,10,9
199744,27,187.96,83.9,60,62,210000,1,2,29,34,59,52,28,41,23,35,50,47,55,51,52,57,50,44,42,59,82,33,68,55,26,34,26,50,54,58,57,7,11,8,11,14
243519,18,175.26,68,60,77,400000,1,3,45,48,54,63,49,65,45,44,59,66,69,64,62,59,67,66,56,60,49,60,60,47,59,50,50,54,62,56,60,13,6,14,9,13
210495,30,152.4,72.1,60,60,160000,1,2,52,30,57,51,34,49,54,45,46,50,66,63,57,56,53,41,66,59,67,55,60,60,34,55,47,46,58,61,58,7,12,15,15,9
191806,31,154.94,69.9,60,60,150000,1,2,60,48,47,58,45,54,47,48,55,55,59,59,61,60,58,49,59,66,65,52,59,55,54,53,43,45,62,60,58,9,11,16,6,7
241214,20,154.94,73.9,60,75,400000,1,2,27,19,58,52,22,34,29,22,41,43,74,72,54,51,65,34,76,59,66,21,51,56,23,33,37,46,61,65,58,13,14,14,8,11
235101,19,152.4,72.1,60,73,375000,1,2,44,51,58,65,31,55,57,37,61,62,69,69,70,54,75,55,60,69,57,48,61,51,49,56,46,55,42,61,58,15,12,11,10,10
232541,25,172.72,72.1,60,64,270000,1,2,41,49,41,66,39,60,44,37,62,57,75,79,73,56,72,49,57,78,68,43,41,43,59,55,46,57,50,51,46,6,12,9,5,11
224349,24,185.42,82.1,60,66,210000,1,1,12,13,8,26,9,16,17,20,18,26,41,42,33,52,53,24,67,21,61,11,34,18,6,31,27,22,12,9,11,62,60,51,58,60
243804,21,170.18,67.1,60,70,290000,1,2,53,27,52,33,34,62,32,35,28,59,62,62,63,60,68,33,58,63,44,28,53,63,54,45,43,61,60,63,62,12,13,6,6,12
242012,23,182.88,74.8,60,66,290000,1,3,25,62,66,41,45,53,26,22,29,49,75,82,51,46,51,60,70,56,65,46,65,19,61,43,56,40,24,24,23,6,8,14,11,6
241244,21,154.94,76.2,60,68,260000,1,2,60,42,47,61,33,60,40,34,59,57,74,70,77,48,72,48,35,68,58,34,56,56,42,49,48,48,54,58,55,12,6,11,10,10
233052,20,152.4,72.1,60,78,450000,1,3,56,57,28,56,43,64,52,53,53,58,72,70,69,50,67,57,35,63,50,54,36,29,56,55,51,51,30,35,34,9,7,5,11,8
229724,22,182.88,87.1,60,67,250000,1,2,27,23,54,53,27,42,58,59,42,56,65,53,57,45,66,56,73,57,66,60,49,61,26,35,30,40,68,62,54,9,12,7,12,6
226140,23,154.94,60.8,60,64,270000,1,2,54,62,54,63,48,60,62,55,63,61,48,49,58,57,65,63,62,73,70,57,70,59,62,62,55,61,33,53,50,8,13,12,12,7
223580,29,175.26,76.2,60,60,210000,1,2,38,62,50,47,52,54,45,35,43,54,74,78,71,64,70,63,84,70,61,61,80,37,58,60,51,55,34,45,43,10,8,8,11,12
245339,19,185.42,79.8,60,75,375000,1,2,30,27,58,52,30,34,35,31,55,47,72,76,42,51,58,45,65,64,75,28,49,53,30,38,40,50,58,64,63,6,10,14,6,11
219482,22,190.5,69.9,60,67,210000,1,1,14,18,14,25,10,16,15,11,30,22,32,31,40,52,40,23,58,24,52,13,39,12,5,40,23,41,19,15,14,58,59,64,57,64
238937,31,187.96,78,60,60,150000,1,2,45,25,66,61,25,49,32,37,58,54,55,53,56,53,55,40,57,76,71,30,61,54,34,46,42,45,61,58,55,10,13,7,10,12
245848,20,190.5,88,60,71,325000,1,2,34,25,59,38,32,29,36,33,32,36,66,66,56,50,49,41,74,62,73,22,48,56,44,36,41,46,60,65,60,11,9,8,12,12
240472,22,185.42,73,60,68,270000,1,2,34,21,58,39,25,42,29,26,35,44,59,61,64,54,63,33,67,38,67,23,52,52,29,31,28,58,69,61,63,12,11,6,11,8
182359,31,185.42,76.2,60,60,130000,1,1,14,15,25,40,18,12,19,24,39,10,38,52,62,63,53,17,62,31,61,17,41,15,17,61,23,55,25,20,17,57,55,61,60,61
247413,27,185.42,87.1,60,61,170000,1,1,11,8,14,15,8,8,10,10,26,15,23,28,29,57,33,22,58,26,67,8,25,10,4,29,13,37,7,11,13,63,57,53,54,64
243573,20,185.42,79.8,60,77,375000,1,1,12,7,12,19,5,7,10,14,24,15,31,28,39,58,31,20,46,20,40,6,23,9,6,32,19,43,10,14,12,60,56,56,57,63
232053,21,152.4,64.9,60,72,375000,1,3,48,61,51,55,34,61,36,27,46,59,93,91,91,48,93,49,70,84,64,48,26,24,64,48,63,55,22,18,12,7,12,14,13,9
240756,19,175.26,68,60,77,425000,1,3,53,46,40,58,45,68,41,43,47,61,75,67,79,54,78,57,56,48,45,43,40,21,55,58,47,42,26,21,26,8,14,5,9,7
247411,19,187.96,84.8,60,80,350000,1,1,11,8,14,27,6,12,14,14,29,14,17,15,29,60,37,20,53,25,59,8,25,8,5,32,12,33,6,14,14,59,56,60,56,62
220531,23,182.88,69.9,60,67,250000,1,2,46,32,51,32,37,41,38,36,32,47,52,48,57,55,59,31,70,76,65,34,65,62,49,42,41,53,61,62,64,13,12,11,10,10
242802,21,187.96,78.9,60,71,280000,1,1,14,8,13,16,7,6,11,12,17,17,22,26,38,60,35,21,43,28,55,9,15,11,8,33,18,40,12,12,11,60,61,62,56,57
241010,25,185.42,73.9,60,65,240000,1,2,31,20,42,54,22,45,27,23,48,54,63,61,40,63,55,39,76,65,68,21,55,64,30,35,35,59,55,63,63,5,9,8,14,12
237426,32,182.88,73,60,60,120000,1,1,11,8,13,21,5,10,10,13,45,19,20,26,23,40,46,19,57,41,45,9,26,16,6,46,12,33,13,20,23,63,60,66,57,66
247409,18,185.42,82.1,60,77,375000,1,2,44,26,54,49,34,29,28,35,28,34,58,62,47,57,54,47,69,63,68,23,54,60,33,32,50,47,55,65,67,10,14,13,8,14
246385,21,190.5,78,60,73,400000,1,3,44,56,46,56,41,66,40,38,45,65,72,73,72,50,52,54,37,65,69,49,48,47,53,56,38,53,46,43,36,14,6,9,14,7
242545,19,175.26,69.9,60,73,400000,1,2,62,60,28,56,42,65,47,32,41,59,75,72,73,55,80,48,72,60,42,51,30,20,55,45,46,41,17,23,24,13,10,7,12,14
237937,20,154.94,74.8,60,76,400000,1,2,38,50,49,66,35,61,46,33,61,65,56,60,65,51,76,55,52,62,62,31,60,59,49,59,45,61,51,56,52,13,11,14,11,11
236657,20,182.88,83.9,60,77,450000,1,2,62,37,53,64,30,50,52,59,60,59,62,66,63,59,65,55,59,56,69,45,54,62,56,61,41,53,59,62,59,8,10,15,8,13
240496,18,185.42,74.8,60,80,375000,1,2,28,26,58,37,36,49,34,36,33,53,62,56,49,54,66,48,68,64,62,30,54,63,33,32,43,44,60,62,59,9,6,7,10,5
235376,23,170.18,73,60,67,290000,1,3,59,54,28,50,58,67,66,33,32,61,78,76,78,50,85,59,73,66,63,60,51,19,54,48,39,53,22,23,22,8,10,10,6,6
243600,29,152.4,74.8,60,60,210000,1,2,61,59,41,66,49,62,44,50,53,57,71,65,69,52,65,49,61,54,56,47,56,42,59,57,50,51,61,36,36,5,14,11,11,15
246415,19,154.94,64.9,60,74,425000,1,2,46,57,52,56,40,62,44,43,54,62,78,75,74,51,71,55,58,42,42,40,40,29,59,57,52,59,33,31,39,12,9,6,10,8
242319,21,182.88,78,60,71,325000,1,2,40,30,49,63,37,49,44,36,54,61,66,66,59,55,68,52,66,54,66,39,62,52,50,54,40,44,62,63,57,9,11,6,7,15
229263,20,170.18,69.9,60,71,350000,1,3,56,58,37,63,46,63,63,59,61,64,68,63,78,50,86,57,80,59,38,59,52,44,56,63,54,65,55,34,32,12,12,10,13,14
241038,20,182.88,73,60,78,450000,1,2,60,51,34,52,55,66,65,73,55,64,79,79,66,46,73,67,46,54,62,46,45,41,45,47,70,40,31,48,43,11,8,10,10,7
231310,22,154.94,69.9,60,69,280000,1,3,52,33,42,59,28,62,45,37,57,63,73,69,73,54,72,48,63,69,61,33,57,63,58,59,41,61,50,58,54,12,6,5,15,8
155534,33,187.96,87.1,60,60,120000,1,2,37,35,62,47,37,39,41,31,46,48,49,47,44,54,55,45,68,66,69,27,65,57,33,38,52,58,59,59,59,8,6,6,8,9
239245,23,187.96,77.1,60,67,300000,1,2,43,60,53,57,53,60,40,34,35,58,79,68,62,50,55,59,58,61,68,46,44,29,58,51,58,49,30,14,15,14,8,6,10,14
237965,20,172.72,64,60,74,400000,1,2,57,30,49,55,23,52,26,34,38,55,76,72,70,61,69,32,65,60,58,29,58,56,59,59,29,47,52,61,57,12,11,5,6,15
244364,18,190.5,78,60,78,325000,1,1,12,6,13,25,6,10,13,12,26,13,24,31,29,55,26,21,34,21,61,6,18,11,7,34,18,27,12,11,11,58,60,59,56,63
246667,21,187.96,83,60,74,425000,1,2,32,27,64,50,31,44,29,28,35,48,61,64,53,55,50,41,67,58,71,20,50,58,29,32,43,52,57,60,54,9,9,9,8,11
246666,17,152.4,73,60,83,400000,1,2,53,36,53,58,31,60,41,31,45,56,69,65,59,51,70,46,57,57,48,32,53,60,43,33,41,46,60,62,61,12,13,12,10,8
