Play_Id,Age,Height_Cm,Weight_Kgs,Overall_Rating,Potential,Value_Euro,International_Reputation_1_5,Skill_Moves_1_5
158023,31,170.18,72.1,94,94,110500000,5,4
190460,27,154.94,76.2,88,89,69500000,3,4
195864,25,190.5,83.9,88,91,73000000,4,5
198219,27,162.56,59,88,88,62000000,3,4
201024,27,187.96,88.9,88,91,60000000,3,2
203376,27,193.04,92.1,88,90,59500000,3,2
231747,20,152.4,73,88,95,81000000,3,5
153079,30,172.72,69.9,89,89,64500000,4,4
167495,32,193.04,92.1,89,89,38000000,5,1
179813,32,185.42,77.1,89,89,60000000,4,3
189511,30,187.96,76.2,89,89,51500000,4,3
192119,26,198.12,96.2,89,90,53500000,4,1
192448,26,187.96,84.8,89,92,58000000,3,1
194765,27,175.26,73,89,90,78000000,4,4
209331,26,175.26,71.2,89,90,78500000,3,4
211110,25,152.4,74.8,89,94,89000000,3,4
232363,24,187.96,79.8,86,93,53500000,1,2
135507,33,152.4,67.1,87,87,20500000,3,3
167664,31,185.42,88.9,87,87,48500000,4,3
168651,30,182.88,78,87,87,46500000,4,3
172871,31,187.96,86.2,87,87,34000000,3,3
175943,31,170.18,60.8,87,87,45000000,3,4
176676,30,175.26,79.8,87,87,36500000,4,5
184087,30,185.42,81.2,87,88,44000000,3,2
189332,29,170.18,68,87,87,38000000,3,3
189509,27,175.26,69.9,87,87,51500000,3,5
192387,29,185.42,84.8,87,87,52000000,3,3
193041,32,185.42,79.8,87,87,30500000,3,1
197781,26,175.26,78.9,87,90,62500000,3,4
198710,27,154.94,74.8,87,88,59000000,4,4
200145,27,185.42,83.9,87,89,50500000,3,2
201399,26,154.94,74.8,87,90,64500000,3,3
206585,24,185.42,84.8,84,90,31000000,1,1
208670,25,154.94,64.9,84,86,38000000,3,4
209499,25,187.96,78,84,88,34000000,3,3
211300,23,182.88,76.2,84,90,42500000,3,4
212188,23,154.94,74.8,84,87,40000000,3,3
212190,23,195.58,97.1,84,90,36500000,2,2
212198,24,152.4,68.9,84,88,40500000,2,4
212462,26,154.94,71.2,84,86,31000000,3,3
216460,24,185.42,79.8,84,88,34000000,2,2
216594,25,172.72,74.8,84,88,40500000,3,4
220793,22,187.96,78.9,84,88,34000000,2,2
220834,23,182.88,76.2,84,89,41500000,3,4
231443,21,152.4,67.1,84,92,46000000,3,4
41,34,170.18,68,85,85,18500000,4,4
41236,37,195.58,94.8,85,85,14000000,5,5
205498,27,154.94,67.1,83,84,30000000,2,3
205678,29,172.72,63,83,83,26000000,2,4
206113,23,175.26,74.8,83,87,34000000,2,4
207410,24,175.26,78,83,89,35000000,3,4
207566,26,187.96,83,83,86,27000000,3,3
207863,29,190.5,86.2,83,84,22500000,3,2
208418,25,154.94,73,83,86,33000000,3,4
208618,27,172.72,69.9,83,83,27000000,2,4
208808,27,175.26,72.1,83,83,28000000,2,5
209658,24,187.96,78.9,83,88,34000000,3,3
210008,23,193.04,79.8,83,87,33000000,2,3
210413,24,187.96,78,83,90,31000000,2,2
210514,24,182.88,73.9,83,89,29500000,2,4
212523,25,190.5,79.8,83,87,34000000,2,4
213345,22,152.4,71.2,83,88,34500000,2,5
213565,23,170.18,62.1,83,89,35500000,3,4
213331,23,195.58,97.1,82,87,25000000,2,2
216409,25,170.18,67.1,82,85,28000000,2,4
220440,23,185.42,81.2,82,88,26000000,1,2
221087,24,187.96,77.1,82,87,21500000,1,1
221992,23,175.26,69.9,82,87,29500000,3,4
222737,22,172.72,73.9,82,89,31500000,2,4
223959,23,167.64,64,82,87,25000000,2,3
224411,22,152.4,68,82,86,29000000,1,4
226226,22,175.26,69.9,82,88,30000000,1,4
226271,22,187.96,69.9,82,90,32000000,1,4
228702,21,154.94,69.9,82,89,31000000,1,4
230168,31,190.5,84.8,82,82,14000000,1,1
230225,35,154.94,82.1,82,82,6500000,1,2
230258,31,175.26,69.9,82,82,16500000,1,2
230658,22,170.18,73,82,90,32500000,1,4
231866,22,190.5,82.1,82,87,29000000,1,4
183498,34,182.88,74.8,82,82,9000000,2,3
183574,30,154.94,76.2,82,82,21500000,2,4
183711,28,182.88,79.8,82,82,18000000,2,3
184144,31,172.72,66.2,82,82,21000000,3,4
184200,29,193.04,83,82,82,22000000,3,4
184431,32,162.56,60.8,82,82,20000000,2,4
184484,29,185.42,77.1,82,82,22500000,3,3
184942,28,172.72,68,82,82,22500000,2,4
185122,28,193.04,86.2,82,83,18000000,2,1
185221,31,187.96,78,82,82,16500000,3,3
186345,28,152.4,72.1,82,82,18500000,2,3
186561,28,182.88,76.2,82,82,23000000,3,3
186627,28,187.96,88,82,82,23500000,4,4
187754,30,175.26,68.9,82,82,21000000,2,5
188803,31,172.72,64,82,82,21000000,2,4
189125,29,154.94,74.8,82,82,22000000,3,4
201455,26,187.96,79.8,81,84,22000000,2,4
202562,26,175.26,79.8,81,83,18000000,2,3
202685,27,185.42,83.9,81,82,21000000,2,4
203890,27,154.94,76.2,81,81,15000000,2,3
204024,28,190.5,76.2,81,82,17000000,2,3
204884,24,185.42,84.8,81,86,20000000,2,3
204923,24,152.4,77.1,81,84,22500000,2,3
205362,25,187.96,83,81,84,18500000,2,2
206467,25,154.94,78.9,81,83,22000000,2,4
207862,25,187.96,83,81,83,18500000,2,2
208093,26,154.94,77.1,81,83,22000000,1,4
208135,26,182.88,76.2,81,85,19500000,2,3
209889,25,170.18,71.2,81,84,22500000,3,4
210243,25,175.26,69.9,81,84,18500000,3,3
210617,24,182.88,67.1,81,85,23000000,2,4
212194,22,185.42,83.9,81,88,25000000,2,4
226110,23,182.88,73,80,88,22000000,1,4
225953,21,152.4,78,80,86,20500000,1,4
226753,22,187.96,93,80,85,14500000,2,1
228229,27,187.96,84.8,80,83,15500000,1,2
228941,23,185.42,78.9,80,87,21000000,2,4
230142,21,154.94,78,80,87,21000000,1,3
230234,35,152.4,74.8,80,80,4500000,1,2
230347,31,152.4,68.9,80,80,10500000,1,4
231943,21,154.94,71.2,80,86,21000000,1,4
234035,23,175.26,66.2,80,88,18500000,1,3
234153,22,154.94,76.2,80,87,21000000,1,4
234906,20,175.26,69.9,80,90,23500000,1,4
235569,22,154.94,76.2,80,89,22500000,1,4
239207,22,185.42,83.9,80,85,20500000,1,4
45186,37,152.4,74.8,81,81,6000000,2,4
112316,35,187.96,83.9,81,81,5500000,3,2
197061,27,193.04,89.8,80,82,15000000,2,2
197853,26,175.26,76.2,80,83,15500000,2,3
198118,28,187.96,77.1,80,81,14000000,2,2
198784,25,175.26,69.9,80,85,19500000,2,4
199005,26,182.88,82.1,80,83,13000000,1,1
199069,27,182.88,82.1,80,81,17500000,3,5
199110,27,152.4,78.9,80,81,17500000,2,4
199206,29,182.88,76.2,80,80,11500000,3,2
199416,29,152.4,72.1,80,80,15000000,1,3
200315,27,152.4,64.9,80,80,16000000,2,4
201119,29,152.4,82.1,80,80,11500000,1,4
201143,27,182.88,78,80,83,15500000,1,2
201325,33,195.58,86.2,80,80,8500000,2,1
201377,26,182.88,78,80,84,16000000,2,2
202335,25,187.96,89.8,80,84,16500000,2,2
203042,25,195.58,94.8,80,85,14000000,2,1
49031,39,185.42,84.8,80,80,1000000,2,1
54050,33,175.26,83,80,80,12000000,4,3
110677,34,187.96,83,80,80,6000000,2,1
142707,36,175.26,72.1,80,80,7000000,2,4
142754,34,175.26,73,80,80,4500000,4,2
144622,33,175.26,68.9,80,80,9500000,2,4
146748,37,195.58,88.9,80,80,2000000,3,1
146760,34,154.94,71.2,80,80,5500000,3,3
147782,34,175.26,69.9,80,80,4500000,2,3
148119,32,185.42,78,80,80,8500000,3,1
153244,33,187.96,91.2,80,80,12000000,3,3
156713,33,193.04,83.9,80,80,,2,2
157960,33,175.26,74.8,80,80,11500000,2,4
158625,35,187.96,84.8,80,80,4500000,3,2
159147,33,154.94,79.8,80,80,8500000,2,2
161956,34,175.26,73,80,80,9000000,3,4
208330,24,185.42,76.2,79,85,17500000,1,4
208334,28,185.42,74.8,79,79,10000000,3,3
208498,26,182.88,76.2,79,81,15500000,2,4
208777,24,175.26,63,79,84,16500000,3,3
209981,27,193.04,78,79,82,10500000,1,1
210324,26,175.26,69.9,79,80,15000000,2,3
210411,24,172.72,71.2,79,85,17500000,1,4
210455,25,170.18,69.9,79,83,13500000,2,4
212501,23,187.96,88,79,85,14500000,2,2
213160,25,182.88,74.8,79,86,15000000,1,4
213516,24,172.72,63,79,84,17000000,1,3
213874,26,152.4,79.8,79,83,13500000,1,4
213991,24,152.4,69.9,79,83,14000000,1,3
214947,23,185.42,83,79,84,14500000,1,3
215057,28,182.88,83,79,80,11500000,1,3
215061,28,152.4,79.8,79,79,13000000,2,3
190243,31,193.04,88.9,79,79,8000000,2,1
190456,27,175.26,67.1,79,80,11500000,2,3
190544,27,182.88,73.9,79,80,15000000,2,4
191076,28,152.4,77.1,79,79,13000000,1,4
192598,29,154.94,77.1,79,79,13000000,2,4
192678,29,185.42,78.9,79,79,13000000,1,3
192679,29,175.26,72.1,79,79,10000000,1,3
193152,31,187.96,94.8,79,79,8000000,1,1
193469,30,185.42,78,79,79,10000000,2,2
193532,31,170.18,64.9,79,79,9500000,3,3
193738,29,152.4,74.8,79,79,12500000,2,4
194229,27,175.26,72.1,79,79,10500000,2,3
194761,28,175.26,72.1,79,79,13000000,1,3
194845,28,175.26,82.1,79,79,13500000,1,4
194957,27,185.42,71.2,79,80,12000000,2,2
195586,30,182.88,79.8,79,79,12500000,2,3
238794,18,175.26,73,78,92,20500000,1,5
241184,22,182.88,74.8,78,85,12500000,1,3
80,38,170.18,72.1,79,79,4000000,2,4
49369,34,185.42,78.9,79,79,6500000,3,3
121944,34,182.88,78.9,79,79,5000000,4,3
124375,33,187.96,77.1,79,79,10000000,2,3
150418,33,187.96,88.9,79,79,10000000,3,3
152908,33,175.26,64.9,79,79,7000000,2,4
157301,32,185.42,84.8,79,79,11000000,3,4
158121,31,187.96,88,79,79,8000000,2,1
158232,33,182.88,77.1,79,79,10000000,3,4
159065,33,172.72,74.8,79,79,8000000,3,4
161648,32,152.4,73.9,79,79,11000000,3,5
163155,35,193.04,89.8,79,79,3000000,2,1
163264,32,187.96,92.1,79,79,7000000,2,1
164029,34,152.4,74.8,79,79,6500000,1,4
164468,33,193.04,88,79,79,7000000,3,2
213655,22,185.42,74.8,78,84,14000000,1,4
213666,23,190.5,88,78,85,14500000,1,4
213732,24,187.96,84.8,78,82,9500000,1,1
214026,26,185.42,73,78,81,10500000,1,3
214394,25,152.4,71.2,78,83,,1,3
214766,30,185.42,88.9,78,78,8000000,1,2
215223,26,190.5,91.2,78,82,9500000,1,1
215466,27,193.04,87.1,78,81,11000000,2,2
215716,24,187.96,82.1,78,83,14000000,1,3
216065,26,193.04,87.1,78,80,8500000,2,1
216189,26,175.26,74.8,78,81,10500000,1,3
216373,31,175.26,68.9,78,78,7500000,1,3
216393,21,175.26,72.1,78,87,16000000,2,4
216435,24,170.18,64,78,84,14000000,1,4
216497,25,182.88,78.9,78,83,14000000,2,4
216643,24,152.4,73,78,82,11000000,1,3
199915,27,193.04,88,78,81,11000000,1,2
200607,28,187.96,77.1,78,80,10000000,1,2
200641,29,152.4,78,78,78,10500000,2,4
200677,28,185.42,78,78,80,10000000,1,2
201046,27,182.88,73,78,78,11000000,2,4
201510,26,182.88,76.2,78,81,10500000,2,4
201922,26,182.88,83,78,80,10500000,2,2
202429,25,187.96,88,78,80,10500000,1,3
202642,27,175.26,79.8,78,80,10500000,1,3
202750,28,195.58,97.1,78,80,10000000,1,2
202789,26,187.96,83.9,78,79,8500000,1,1
202851,27,152.4,77.1,78,78,11000000,2,4
202935,29,182.88,74.8,78,79,9500000,1,2
203106,25,170.18,62.1,78,81,13000000,2,4
203299,27,154.94,78,78,78,11000000,2,4
203362,24,152.4,69.9,78,83,14000000,1,4
183497,33,190.5,81.2,78,78,6000000,2,1
190149,29,182.88,79.8,78,78,8000000,2,4
193476,29,170.18,71.2,78,78,10500000,2,4
150724,31,195.58,91.2,78,78,6500000,3,1
159171,32,175.26,72.1,78,78,8000000,2,3
186302,30,170.18,64.9,78,78,10000000,1,4
192445,27,190.5,84.8,78,79,12000000,2,3
199354,30,154.94,73,78,78,10500000,2,4
158133,34,152.4,83.9,78,78,6500000,2,4
172723,31,198.12,83,78,78,6500000,3,1
153260,41,154.94,78,78,78,,2,3
189606,31,182.88,86.2,78,78,7500000,2,2
178085,31,154.94,78,78,78,9500000,2,4
173474,31,172.72,72.1,78,78,9500000,2,3
172962,28,152.4,77.1,78,78,11000000,2,4
158626,33,175.26,76.2,78,78,5500000,3,3
219145,24,193.04,83,77,81,10000000,1,2
146952,34,187.96,76.2,77,77,3600000,1,1
177159,31,182.88,73.9,77,77,8500000,2,3
236295,21,154.94,72.1,77,84,10500000,1,3
229636,23,187.96,76.2,77,82,12000000,1,3
185090,30,154.94,73.9,77,77,9000000,2,4
177666,31,185.42,79.8,77,77,8000000,2,3
205569,24,172.72,66.2,77,82,12000000,2,3
184575,29,172.72,69.9,78,78,10000000,2,4
172287,32,182.88,73.9,78,78,6000000,1,2
190717,28,152.4,82.1,78,78,10500000,2,4
184826,29,175.26,68.9,78,78,10000000,3,3
193011,27,185.42,82.1,78,78,8500000,1,2
189682,29,182.88,82.1,78,78,8500000,1,2
164082,34,172.72,74.8,78,78,4000000,2,4
178416,31,152.4,74.8,78,78,10000000,2,4
189250,29,185.42,98,77,77,9000000,2,3
208450,23,152.4,71.2,77,82,11500000,1,4
162369,34,187.96,82.1,77,77,5500000,2,3
205632,24,187.96,83.9,77,82,12000000,2,4
183871,31,172.72,66.2,77,77,8500000,2,3
230463,31,152.4,71.2,77,77,8500000,1,4
219455,25,154.94,77.1,77,82,12000000,1,4
215871,25,154.94,78,77,80,11500000,2,4
189757,28,190.5,88,77,77,9000000,1,3
177723,31,182.88,79.8,77,77,5500000,1,1
213051,26,154.94,73.9,77,79,9000000,1,3
223033,21,182.88,79.8,77,85,11500000,1,2
199737,28,152.4,73,77,77,9500000,1,4
227127,23,190.5,83,77,82,8500000,1,1
196150,33,152.4,81.2,77,77,5500000,2,4
142902,34,190.5,89.8,77,77,3600000,2,1
212602,25,185.42,74.8,77,83,10500000,1,2
168312,32,154.94,73,77,77,6000000,2,3
157304,33,182.88,79.8,77,77,5000000,3,2
205431,26,187.96,83,77,78,10500000,1,3
200054,26,185.42,74.8,77,79,9000000,2,3
216437,24,190.5,84.8,77,81,10000000,2,2
205427,27,190.5,78,77,78,10500000,1,4
183666,33,193.04,93.9,77,77,5000000,2,1
177519,31,185.42,81.2,77,77,6000000,2,3
172143,32,152.4,78,77,77,6500000,2,3
50542,36,170.18,64.9,77,77,4100000,2,3
188524,30,193.04,86.2,77,78,7000000,2,1
185195,29,182.88,74.8,77,77,9000000,1,4
193130,28,182.88,71.2,77,77,9500000,3,3
225126,23,185.42,68.9,77,81,10000000,1,3
229476,22,187.96,74.8,77,84,11000000,1,3
152999,37,175.26,69.9,77,77,3200000,2,4
224933,26,185.42,79.8,77,80,11500000,2,3
152997,34,175.26,72.1,77,77,4700000,2,3
182179,32,190.5,89.8,77,77,6000000,2,2
183714,31,193.04,83,77,77,8500000,2,3
177569,31,175.26,73.9,77,77,8000000,2,3
152993,35,195.58,88.9,77,77,2700000,2,2
221342,21,172.72,69.9,77,84,10500000,1,3
201118,27,172.72,67.1,77,78,8500000,2,3
184477,27,185.42,87.1,77,79,9000000,2,2
210333,30,175.26,64.9,77,77,8500000,2,4
190875,32,185.42,83.9,77,77,7500000,2,3
53914,36,154.94,87.1,77,77,2100000,2,2
211354,24,182.88,79.8,77,82,11500000,2,3
194201,28,195.58,86.2,77,79,8500000,1,2
186521,29,193.04,83.9,77,77,7000000,1,2
212442,26,193.04,84.8,77,82,8500000,1,1
199641,27,190.5,88,77,80,7500000,1,1
183512,29,154.94,79.8,77,77,7000000,2,3
220883,23,175.26,71.2,77,83,12500000,1,4
216531,26,187.96,81.2,77,79,11000000,1,3
201939,26,187.96,78.9,77,79,9000000,1,3
190674,28,154.94,76.2,77,77,9000000,2,3
169426,31,182.88,76.2,77,77,6000000,1,3
218066,26,182.88,79.8,77,80,11500000,1,3
231633,22,193.04,92.1,77,86,12000000,2,2
199633,29,154.94,78,77,77,6500000,1,2
232656,21,182.88,82.1,77,85,11000000,1,3
192715,27,190.5,84.8,77,78,8500000,1,2
216266,23,154.94,71.2,77,82,10000000,2,2
138699,32,152.4,73,77,77,6500000,2,4
199626,29,175.26,64.9,77,77,9000000,2,3
190223,31,152.4,76.2,76,76,5500000,1,3
161805,33,185.42,78,76,76,3100000,2,3
192012,26,187.96,73.9,76,79,8000000,3,2
189196,30,182.88,84.8,76,76,7500000,2,3
188428,31,152.4,71.2,76,76,7500000,3,3
242444,19,154.94,69.9,76,89,14000000,1,4
215051,29,190.5,82.1,76,76,6000000,3,2
171018,32,187.96,79.8,76,76,6500000,2,3
172553,30,195.58,88,76,77,6000000,1,1
167431,31,172.72,72.1,76,76,6500000,2,3
188166,27,182.88,74.8,76,76,8000000,1,4
221701,23,172.72,63,76,82,10500000,1,3
221445,27,175.26,66.2,76,77,9000000,1,3
200197,29,154.94,76.2,76,76,8000000,1,3
220932,28,200.66,98.9,76,78,6500000,1,1
201988,30,190.5,83,76,76,6000000,2,2
196144,32,185.42,79.8,76,76,7000000,3,3
210736,24,175.26,77.1,76,82,9000000,2,3
193839,31,152.4,72.1,76,76,6500000,1,4
184111,28,190.5,83,76,76,8000000,3,2
229167,22,152.4,73,76,83,11000000,1,3
163631,34,170.18,69.9,76,76,3000000,3,3
152879,31,152.4,76.2,76,76,6500000,2,3
244269,21,193.04,91.2,76,85,10500000,1,2
174381,36,152.4,73.9,76,76,,1,3
204077,24,182.88,78,76,81,10500000,2,3
189484,28,187.96,77.1,76,76,6500000,2,3
224811,26,193.04,88,76,81,8500000,1,2
228650,23,175.26,64.9,76,82,10500000,1,4
155946,31,182.88,82.1,76,76,7500000,2,3
226601,27,187.96,79.8,76,78,7500000,1,2
223273,24,187.96,83,76,83,10500000,1,4
186200,27,154.94,73.9,76,76,8000000,2,4
221016,27,182.88,76.2,76,79,8000000,1,3
134744,36,187.96,83,76,76,1800000,2,2
183895,32,157.48,55.8,76,76,7000000,2,4
195671,29,187.96,83.9,76,76,8000000,1,2
215639,23,182.88,77.1,76,84,11500000,1,4
230230,27,187.96,78,76,76,6500000,1,2
199254,26,182.88,73,76,77,9000000,1,4
163925,35,154.94,74.8,76,76,3400000,2,4
209236,27,152.4,76.2,76,78,7500000,1,3
139860,34,175.26,78,76,76,2300000,2,2
162131,34,193.04,92.1,76,76,4800000,3,3
143699,34,175.26,74.8,76,76,3000000,2,3
186961,29,182.88,79.8,76,76,8000000,2,3
230224,31,193.04,91.2,76,76,5500000,1,2
155984,32,154.94,78,76,76,4400000,1,3
178284,32,172.72,68,76,76,7000000,1,4
203910,27,172.72,68.9,76,76,8500000,1,4
229764,21,154.94,73,76,83,11000000,1,4
208004,27,182.88,74.8,76,77,7500000,2,2
201858,27,175.26,68,76,77,9000000,2,4
143745,32,152.4,76.2,76,76,6500000,3,4
193408,27,187.96,84.8,76,77,9000000,2,3
230528,31,187.96,83.9,76,76,5500000,1,2
238463,21,175.26,67.1,76,84,11500000,1,4
189053,31,154.94,73.9,76,76,7500000,1,3
222077,21,185.42,74.8,76,84,10000000,1,3
197756,27,182.88,81.2,76,76,8500000,2,4
215930,23,182.88,82.1,76,83,9500000,2,2
188536,28,152.4,72.1,76,76,8000000,1,4
146296,32,187.96,82.1,76,76,4700000,1,1
203128,28,182.88,83,76,77,7500000,1,2
226166,21,185.42,73.9,76,85,10000000,1,3
206198,25,187.96,88.9,76,78,8000000,2,2
192427,29,172.72,69.9,76,76,6000000,2,3
152747,31,165.1,63,76,76,7000000,2,3
205995,24,152.4,82.1,76,79,8000000,2,3
221354,23,182.88,77.1,76,83,9500000,1,2
194728,27,190.5,86.2,76,77,9000000,2,3
188840,32,182.88,83,76,76,5000000,2,3
182184,29,185.42,71.2,76,76,7500000,1,3
235944,22,187.96,76.2,76,85,12000000,1,4
190885,27,154.94,78,76,77,7000000,1,3
201893,28,182.88,73.9,76,77,7500000,1,3
189860,28,175.26,60.8,76,76,6500000,1,3
230564,24,175.26,68.9,76,82,10500000,1,4
152996,31,175.26,73.9,76,76,5000000,2,3
211108,25,175.26,64.9,76,79,9500000,1,4
134820,33,175.26,79.8,76,76,3100000,2,3
232099,22,190.5,82.1,76,86,11000000,1,3
200353,26,187.96,91.2,76,80,8500000,1,2
198614,30,185.42,83.9,76,76,5500000,1,2
184789,31,193.04,89.8,76,76,7500000,2,3
230613,21,182.88,73.9,76,84,11500000,2,3
189908,27,187.96,83.9,76,79,6500000,2,1
192722,31,152.4,76.2,76,76,7000000,2,3
204497,25,175.26,74.8,76,79,10000000,1,3
211408,24,175.26,73,76,83,10500000,2,3
198352,27,193.04,88,76,77,7500000,1,2
188879,29,187.96,89.8,76,77,7000000,1,3
231887,22,182.88,73.9,76,83,11000000,1,4
189390,30,185.42,84.8,76,76,6000000,2,2
239053,20,182.88,78,76,88,13000000,1,3
214989,24,172.72,72.1,76,80,10000000,1,4
137677,35,182.88,83.9,76,76,3100000,2,1
198861,26,167.64,73,76,78,7500000,1,3
209610,30,165.1,64,76,76,5500000,1,2
240900,22,185.42,81.2,75,83,8500000,1,2
225028,26,185.42,77.1,75,78,8000000,1,3
186115,29,152.4,69.9,75,75,5500000,2,3
213761,28,182.88,81.2,75,75,7000000,1,3
239872,26,187.96,82.1,75,78,7000000,1,2
216320,23,182.88,77.1,75,82,9000000,2,3
768,34,187.96,74.8,75,75,2700000,2,2
188414,33,172.72,73,76,76,6000000,1,5
176894,35,170.18,67.1,76,76,3900000,1,4
220414,26,182.88,76.2,76,78,7500000,1,3
205566,26,170.18,64.9,76,78,7500000,2,3
199422,27,170.18,66.2,76,77,8500000,2,3
198140,28,182.88,81.2,76,77,9000000,2,3
190971,33,154.94,69.9,76,76,4400000,1,2
212219,24,182.88,73.9,76,82,9000000,1,2
183546,30,175.26,73,76,76,6000000,1,3
221479,21,187.96,71.2,75,82,9500000,1,3
193062,28,185.42,82.1,75,75,5500000,1,3
215334,27,190.5,87.1,75,76,8000000,1,3
210214,28,154.94,67.1,75,76,7500000,1,3
237604,22,182.88,77.1,75,85,9500000,1,2
220196,21,182.88,62.1,75,86,11500000,1,4
195363,27,190.5,88,75,78,7000000,2,2
191011,27,185.42,74.8,75,78,5500000,1,1
179746,29,187.96,89.8,75,75,7000000,1,2
195361,33,154.94,76.2,75,75,3700000,1,3
219681,24,175.26,69.9,75,80,7500000,1,3
216097,34,187.96,83,75,75,2700000,1,2
194079,27,152.4,67.1,75,76,7500000,1,3
186143,27,175.26,68.9,75,75,7000000,1,2
211999,25,187.96,83.9,75,78,7000000,1,2
210463,26,170.18,73.9,75,76,8000000,1,4
208451,25,182.88,77.1,75,78,8500000,1,3
204355,27,182.88,82.1,75,76,6500000,1,3
231745,21,182.88,83,75,83,10000000,1,3
230465,27,175.26,72.1,75,75,7000000,1,4
49472,35,187.96,83.9,75,75,1600000,2,1
219712,25,175.26,68,75,79,7500000,2,3
215616,24,152.4,64.9,75,81,9000000,1,3
209984,25,182.88,77.1,75,78,7000000,1,2
192575,28,172.72,69.9,75,75,7000000,2,3
198719,25,172.72,68.9,75,79,8500000,2,4
190782,29,187.96,74.8,75,75,5000000,2,3
183870,31,175.26,64.9,75,75,6500000,2,3
228414,22,175.26,73.9,75,81,9000000,1,4
150590,35,152.4,69.9,75,75,1900000,2,3
147006,36,175.26,71.2,75,75,2900000,2,4
194365,32,172.72,78,75,75,5000000,2,3
179551,29,182.88,81.2,75,75,7000000,1,3
236639,24,185.42,83,75,81,8000000,1,4
222558,24,182.88,79.8,75,80,7500000,1,3
200798,31,190.5,86.2,75,75,4000000,1,1
213597,25,152.4,74.8,75,79,8500000,1,4
193116,29,187.96,76.2,75,75,5000000,3,3
215644,25,182.88,74.8,75,78,8500000,1,3
169051,32,182.88,79.8,75,75,3800000,3,3
229723,23,172.72,68,75,81,9000000,1,3
220763,24,175.26,64,75,80,9000000,1,3
206427,28,182.88,72.1,75,75,5500000,1,3
173146,32,175.26,72.1,75,75,5000000,2,3
201818,26,170.18,62.1,75,76,8000000,2,3
206424,31,175.26,71.2,75,75,4800000,1,3
192087,27,154.94,74.8,75,76,6000000,1,3
210007,27,182.88,78,75,77,6500000,1,2
208509,24,152.4,73.9,75,80,7500000,1,3
237692,18,170.18,68.9,75,90,13500000,1,4
222844,23,187.96,74.8,75,81,8000000,1,3
225403,23,175.26,67.1,75,80,9000000,1,4
134779,33,154.94,83.9,75,75,5500000,2,3
213114,25,152.4,69.9,75,78,8500000,2,3
164985,35,187.96,78.9,75,75,2900000,2,4
228729,26,182.88,78.9,75,77,7000000,1,2
211321,25,182.88,78,75,79,8500000,1,3
171896,31,182.88,81.2,75,75,4500000,1,2
236920,19,170.18,66.2,75,86,11000000,1,4
225144,24,167.64,64.9,75,81,,1,4
223608,28,154.94,71.2,75,75,6500000,1,3
105846,39,193.04,87.1,75,75,450000,2,1
209782,25,152.4,69.9,75,77,8000000,1,5
207734,24,170.18,63,75,81,9000000,1,4
189338,28,172.72,66.2,75,75,6500000,1,4
230042,22,182.88,73.9,75,83,10000000,1,3
223898,21,190.5,78,75,84,8000000,1,1
209818,24,154.94,73.9,75,77,6500000,1,3
233113,21,154.94,73,75,87,12000000,1,4
225945,21,152.4,78.9,75,82,8000000,1,3
215449,22,182.88,76.2,75,83,10000000,1,3
187800,30,175.26,74.8,75,75,4800000,2,3
238744,20,185.42,83.9,75,85,10500000,1,3
195479,27,182.88,74.8,75,76,6500000,1,3
237207,21,175.26,73.9,75,86,11500000,1,4
215703,23,182.88,79.8,75,82,8000000,1,3
208535,25,152.4,78,75,80,8500000,2,3
202135,25,154.94,79.8,75,78,8000000,2,3
184469,29,175.26,69.9,75,75,6500000,1,3
244373,26,170.18,60.8,75,78,8000000,1,3
235454,20,182.88,73,75,84,8500000,1,2
215998,29,182.88,67.1,75,75,6500000,1,4
220093,25,187.96,73.9,75,77,8000000,1,3
211899,28,187.96,86.2,75,75,7000000,1,3
158905,32,152.4,73.9,75,75,4500000,2,3
213689,24,175.26,71.2,75,81,8000000,1,3
231352,21,190.5,79.8,75,85,11000000,1,3
188086,30,175.26,72.1,75,75,5000000,2,2
234678,21,182.88,79.8,75,84,9000000,1,3
222390,23,170.18,69.9,75,82,9000000,1,3
211382,25,182.88,81.2,75,80,7500000,2,3
209846,26,182.88,83,75,76,6500000,2,3
202934,26,172.72,73,75,78,7000000,1,3
186805,29,172.72,69.9,75,75,6500000,2,4
198581,30,182.88,83,75,75,4900000,1,2
194996,26,190.5,82.1,75,78,8500000,2,3
215270,26,172.72,73,75,77,8000000,1,3
184037,28,190.5,77.1,75,76,6000000,2,2
229092,24,175.26,72.1,75,80,9000000,1,4
220132,26,175.26,69.9,75,78,7000000,1,2
220131,27,190.5,86.2,75,76,8000000,1,2
244193,20,175.26,68,75,85,11000000,1,4
157665,32,187.96,78,75,75,4500000,2,2
212449,28,195.58,93.9,75,75,5500000,1,2
172768,32,152.4,73,75,75,5500000,1,3
195038,26,175.26,71.2,75,76,8000000,1,4
235997,20,170.18,64,75,83,8000000,1,3
169181,33,154.94,78,75,75,3800000,2,1
192476,29,185.42,86.2,75,76,6000000,1,2
214491,27,152.4,64.9,75,75,7000000,1,4
195033,28,154.94,82.1,75,75,7000000,2,3
234201,26,175.26,66.2,75,78,8000000,1,3
206594,24,154.94,77.1,74,78,7500000,1,3
199170,27,185.42,81.2,74,75,6500000,1,4
198658,25,175.26,69.9,74,77,7000000,1,3
197890,29,182.88,76.2,74,74,4400000,2,2
230401,35,187.96,82.1,74,74,1700000,1,2
